"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una prueba funcional automatizada (Prueba E2E) de un flujo de compra en la página opencart","Comprar producto en opencart","SUCCESS","2023-07-17T23:31:18.1610616-05:00[America/Guayaquil]","0.0","198.11"
